Key	Form	URL
bitwise-arithmetic-shift-left	(bitwise-arithmetic-shift-left exint1 exint2)	https://scheme.com/tspl4/objects.html#./objects:s143
bitwise-arithmetic-shift-right	(bitwise-arithmetic-shift-right exint1 exint2)	https://scheme.com/tspl4/objects.html#./objects:s143
bitwise-bit-count	(bitwise-bit-count exint)	https://scheme.com/tspl4/objects.html#./objects:s136
bitwise-bit-field	(bitwise-bit-field exint1 exint2 exint3)	https://scheme.com/tspl4/objects.html#./objects:s141
bitwise-bit-set?	(bitwise-bit-set? exint1 exint2)	https://scheme.com/tspl4/objects.html#./objects:s139
bitwise-copy-bit	(bitwise-copy-bit exint1 exint2 exint3)	https://scheme.com/tspl4/objects.html#./objects:s140
bitwise-copy-bit-field	(bitwise-copy-bit-field exint1 exint2 exint3 exint4)	https://scheme.com/tspl4/objects.html#./objects:s142
bitwise-first-bit-set	(bitwise-first-bit-set exint)	https://scheme.com/tspl4/objects.html#./objects:s138
bitwise-if	(bitwise-if exint1 exint2 exint3)	https://scheme.com/tspl4/objects.html#./objects:s135
bitwise-ior	(bitwise-ior exint ...)	https://scheme.com/tspl4/objects.html#./objects:s134
bitwise-length	(bitwise-length exint)	https://scheme.com/tspl4/objects.html#./objects:s137
bitwise-not	(bitwise-not exint)	https://scheme.com/tspl4/objects.html#./objects:s134
bitwise-reverse-bit-field	(bitwise-reverse-bit-field exint1 exint2 exint3)	https://scheme.com/tspl4/objects.html#./objects:s146
bitwise-rotate-bit-field	(bitwise-rotate-bit-field exint1 exint2 exint3 exint4)	https://scheme.com/tspl4/objects.html#./objects:s145
bitwise-xor	(bitwise-xor exint ...)	https://scheme.com/tspl4/objects.html#./objects:s134
boolean=?	(boolean=? boolean1 boolean2)	https://scheme.com/tspl4/objects.html#./objects:s271
boolean?	(boolean? obj)	https://scheme.com/tspl4/objects.html#./objects:s14
bound-identifier=?	(bound-identifier=? identifier1 identifier2)	https://scheme.com/tspl4/syntax.html#./syntax:s37
buffer-mode	(buffer-mode symbol)	https://scheme.com/tspl4/io.html#./io:s27
buffer-mode?	(buffer-mode? obj)	https://scheme.com/tspl4/io.html#./io:s28
bytevector->sint-list	(bytevector->sint-list bytevector eness size)	https://scheme.com/tspl4/objects.html#./objects:s260
bytevector->string	(bytevector->string bytevector transcoder)	https://scheme.com/tspl4/io.html#./io:s91
bytevector->u8-list	(bytevector->u8-list bytevector)	https://scheme.com/tspl4/objects.html#./objects:s252
bytevector->uint-list	(bytevector->uint-list bytevector eness size)	https://scheme.com/tspl4/objects.html#./objects:s260
bytevector-copy	(bytevector-copy bytevector)	https://scheme.com/tspl4/objects.html#./objects:s246
bytevector-copy!	(bytevector-copy! src src-start dst dst-start n)	https://scheme.com/tspl4/objects.html#./objects:s247
bytevector-fill!	(bytevector-fill! bytevector fill)	https://scheme.com/tspl4/objects.html#./objects:s245
bytevector-ieee-double-native-ref	(bytevector-ieee-double-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s262
bytevector-ieee-double-native-set!	(bytevector-ieee-double-native-set! bytevector n x)	https://scheme.com/tspl4/objects.html#./objects:s263
bytevector-ieee-double-ref	(bytevector-ieee-double-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s264
bytevector-ieee-double-set!	(bytevector-ieee-double-set! bytevector n x eness)	https://scheme.com/tspl4/objects.html#./objects:s265
bytevector-ieee-single-native-ref	(bytevector-ieee-single-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s262
bytevector-ieee-single-native-set!	(bytevector-ieee-single-native-set! bytevector n x)	https://scheme.com/tspl4/objects.html#./objects:s263
bytevector-ieee-single-ref	(bytevector-ieee-single-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s264
bytevector-ieee-single-set!	(bytevector-ieee-single-set! bytevector n x eness)	https://scheme.com/tspl4/objects.html#./objects:s265
bytevector-length	(bytevector-length bytevector)	https://scheme.com/tspl4/objects.html#./objects:s243
bytevector-s16-native-ref	(bytevector-s16-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-s16-native-set!	(bytevector-s16-native-set! bytevector n s16)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-s16-ref	(bytevector-s16-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-s16-set!	(bytevector-s16-set! bytevector n s16 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-s32-native-ref	(bytevector-s32-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-s32-native-set!	(bytevector-s32-native-set! bytevector n s32)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-s32-ref	(bytevector-s32-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-s32-set!	(bytevector-s32-set! bytevector n s32 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-s64-native-ref	(bytevector-s64-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-s64-native-set!	(bytevector-s64-native-set! bytevector n s64)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-s64-ref	(bytevector-s64-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-s64-set!	(bytevector-s64-set! bytevector n s64 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-s8-ref	(bytevector-s8-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s249
bytevector-s8-set!	(bytevector-s8-set! bytevector n s8)	https://scheme.com/tspl4/objects.html#./objects:s251
bytevector-sint-ref	(bytevector-sint-ref bytevector n eness size)	https://scheme.com/tspl4/objects.html#./objects:s258
bytevector-sint-set!	(bytevector-sint-set! bytevector n sint eness size)	https://scheme.com/tspl4/objects.html#./objects:s259
bytevector-u16-native-ref	(bytevector-u16-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-u16-native-set!	(bytevector-u16-native-set! bytevector n u16)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-u16-ref	(bytevector-u16-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-u16-set!	(bytevector-u16-set! bytevector n u16 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-u32-native-ref	(bytevector-u32-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-u32-native-set!	(bytevector-u32-native-set! bytevector n u32)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-u32-ref	(bytevector-u32-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-u32-set!	(bytevector-u32-set! bytevector n u32 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-u64-native-ref	(bytevector-u64-native-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s254
bytevector-u64-native-set!	(bytevector-u64-native-set! bytevector n u64)	https://scheme.com/tspl4/objects.html#./objects:s255
bytevector-u64-ref	(bytevector-u64-ref bytevector n eness)	https://scheme.com/tspl4/objects.html#./objects:s256
bytevector-u64-set!	(bytevector-u64-set! bytevector n u64 eness)	https://scheme.com/tspl4/objects.html#./objects:s257
bytevector-u8-ref	(bytevector-u8-ref bytevector n)	https://scheme.com/tspl4/objects.html#./objects:s248
bytevector-u8-set!	(bytevector-u8-set! bytevector n u8)	https://scheme.com/tspl4/objects.html#./objects:s250
bytevector-uint-ref	(bytevector-uint-ref bytevector n eness size)	https://scheme.com/tspl4/objects.html#./objects:s258
bytevector-uint-set!	(bytevector-uint-set! bytevector n uint eness size)	https://scheme.com/tspl4/objects.html#./objects:s259
bytevector=?	(bytevector=? bytevector1 bytevector2)	https://scheme.com/tspl4/objects.html#./objects:s244
bytevector?	(bytevector? obj)	https://scheme.com/tspl4/objects.html#./objects:s24
caaaar	(caaaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caaadr	(caaadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caaar	(caaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caadar	(caadar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caaddr	(caaddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caadr	(caadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caar	(caar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cadaar	(cadaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cadadr	(cadadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cadar	(cadar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caddar	(caddar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cadddr	(cadddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
caddr	(caddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cadr	(cadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
call-with-bytevector-output-port	(call-with-bytevector-output-port procedure)~(call-with-bytevector-output-port procedure ?transcoder)	https://scheme.com/tspl4/io.html#./io:s38
call-with-current-continuation	(call-with-current-continuation procedure)	https://scheme.com/tspl4/control.html#./control:s54
call-with-input-file	(call-with-input-file path procedure)	https://scheme.com/tspl4/io.html#./io:s77
call-with-output-file	(call-with-output-file path procedure)	https://scheme.com/tspl4/io.html#./io:s78
call-with-port	(call-with-port port procedure)	https://scheme.com/tspl4/io.html#./io:s51
call-with-string-output-port	(call-with-string-output-port procedure)	https://scheme.com/tspl4/io.html#./io:s39
call-with-values	(call-with-values producer consumer)	https://scheme.com/tspl4/control.html#./control:s71
call/cc	(call/cc procedure)	https://scheme.com/tspl4/control.html#./control:s54
car	(car pair)	https://scheme.com/tspl4/objects.html#./objects:s38
case	(case expr0 clause1 clause2 ...)	https://scheme.com/tspl4/control.html#./control:s18
case-lambda	(case-lambda clause ...)	https://scheme.com/tspl4/binding.html#./binding:s13
cdaaar	(cdaaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdaadr	(cdaadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdaar	(cdaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdadar	(cdadar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdaddr	(cdaddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdadr	(cdadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdar	(cdar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cddaar	(cddaar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cddadr	(cddadr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cddar	(cddar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdddar	(cdddar pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cddddr	(cddddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdddr	(cdddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cddr	(cddr pair)	https://scheme.com/tspl4/objects.html#./objects:s42
cdr	(cdr pair)	https://scheme.com/tspl4/objects.html#./objects:s39
ceiling	(ceiling real)	https://scheme.com/tspl4/objects.html#./objects:s103
char->integer	(char->integer char)	https://scheme.com/tspl4/objects.html#./objects:s210
char-alphabetic?	(char-alphabetic? char)	https://scheme.com/tspl4/objects.html#./objects:s203
char-ci<=?	(char-ci<=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s202
char-ci<?	(char-ci<? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s202
char-ci=?	(char-ci=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s202
char-ci>=?	(char-ci>=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s202
char-ci>?	(char-ci>? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s202
char-downcase	(char-downcase char)	https://scheme.com/tspl4/objects.html#./objects:s207
char-foldcase	(char-foldcase char)	https://scheme.com/tspl4/objects.html#./objects:s209
char-general-category	(char-general-category char)	https://scheme.com/tspl4/objects.html#./objects:s205
char-lower-case?	(char-lower-case? char)	https://scheme.com/tspl4/objects.html#./objects:s204
char-numeric?	(char-numeric? char)	https://scheme.com/tspl4/objects.html#./objects:s203
char-title-case?	(char-title-case? char)	https://scheme.com/tspl4/objects.html#./objects:s204
char-titlecase	(char-titlecase char)	https://scheme.com/tspl4/objects.html#./objects:s208
char-upcase	(char-upcase char)	https://scheme.com/tspl4/objects.html#./objects:s206
char-upper-case?	(char-upper-case? char)	https://scheme.com/tspl4/objects.html#./objects:s204
char-whitespace?	(char-whitespace? char)	https://scheme.com/tspl4/objects.html#./objects:s203
char<=?	(char<=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s201
char<?	(char<? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s201
char=?	(char=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s201
char>=?	(char>=? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s201
char>?	(char>? char1 char2 char3 ...)	https://scheme.com/tspl4/objects.html#./objects:s201
char?	(char? obj)	https://scheme.com/tspl4/objects.html#./objects:s19
close-input-port	(close-input-port input-port)	https://scheme.com/tspl4/io.html#./io:s88
close-output-port	(close-output-port output-port)	https://scheme.com/tspl4/io.html#./io:s88
close-port	(close-port port)	https://scheme.com/tspl4/io.html#./io:s46
command-line	(command-line)	https://scheme.com/tspl4/libraries.html#./libraries:s17
complex?	(complex? obj)	https://scheme.com/tspl4/objects.html#./objects:s17
cond	(cond clause1 clause2 ...)	https://scheme.com/tspl4/control.html#./control:s13
condition	(condition condition ...)	https://scheme.com/tspl4/exceptions.html#./exceptions:s15
condition-accessor	(condition-accessor rtd procedure)	https://scheme.com/tspl4/exceptions.html#./exceptions:s18
condition-irritants	(condition-irritants condition)	https://scheme.com/tspl4/exceptions.html#./exceptions:s25
condition-message	(condition-message condition)	https://scheme.com/tspl4/exceptions.html#./exceptions:s24
condition-predicate	(condition-predicate rtd)	https://scheme.com/tspl4/exceptions.html#./exceptions:s18
condition-who	(condition-who condition)	https://scheme.com/tspl4/exceptions.html#./exceptions:s26
condition?	(condition? obj)	https://scheme.com/tspl4/exceptions.html#./exceptions:s14
cons	(cons obj1 obj2)	https://scheme.com/tspl4/objects.html#./objects:s37
cons*	(cons* obj ... final-obj)	https://scheme.com/tspl4/objects.html#./objects:s44
constant	constant	https://scheme.com/tspl4/objects.html#./objects:s1
cos	(cos num)	https://scheme.com/tspl4/objects.html#./objects:s131
current-error-port	(current-error-port)	https://scheme.com/tspl4/io.html#./io:s32
current-input-port	(current-input-port)	https://scheme.com/tspl4/io.html#./io:s32
current-output-port	(current-output-port)	https://scheme.com/tspl4/io.html#./io:s32
datum->syntax	(datum->syntax template-identifier obj)	https://scheme.com/tspl4/syntax.html#./syntax:s45
define	(define var expr)~(define var)~(define (var0 var1 ...) body1 body2 ...)~(define (var0 . varr) body1 body2 ...)~(define (var0 var1 var2 ... . varr) body1 body2 ...)	https://scheme.com/tspl4/binding.html#./binding:s24
define-condition-type	(define-condition-type name parent constructor pred field ...)	https://scheme.com/tspl4/exceptions.html#./exceptions:s17
define-enumeration	(define-enumeration name (symbol ...) constructor)	https://scheme.com/tspl4/objects.html#./objects:s290
define-record-type	(define-record-type record-name clause ...)~(define-record-type (record-name constructor pred) clause ...)	https://scheme.com/tspl4/records.html#./records:s13
define-syntax	(define-syntax keyword expr)	https://scheme.com/tspl4/syntax.html#./syntax:s12
delay	(delay expr)	https://scheme.com/tspl4/control.html#./control:s65
delete-file	(delete-file path)	https://scheme.com/tspl4/io.html#./io:s90
denominator	(denominator rat)	https://scheme.com/tspl4/objects.html#./objects:s119
display	(display obj)~(display obj textual-output-port)	https://scheme.com/tspl4/io.html#./io:s85
div	(div x1 x2)	https://scheme.com/tspl4/objects.html#./objects:s99
div-and-mod	(div-and-mod x1 x2)	https://scheme.com/tspl4/objects.html#./objects:s99
div0	(div0 x1 x2)	https://scheme.com/tspl4/objects.html#./objects:s100
div0-and-mod0	(div0-and-mod0 x1 x2)	https://scheme.com/tspl4/objects.html#./objects:s100
do	(do ((var init update) ...) (test result ...) expr ...)	https://scheme.com/tspl4/control.html#./control:s25
dynamic-wind	(dynamic-wind in body out)	https://scheme.com/tspl4/control.html#./control:s56
else	else	https://scheme.com/tspl4/control.html#./control:s16
endianness	(endianness symbol)	https://scheme.com/tspl4/objects.html#./objects:s240
enum-set->list	(enum-set->list enum-set)	https://scheme.com/tspl4/objects.html#./objects:s294
enum-set-complement	(enum-set-complement enum-set)	https://scheme.com/tspl4/objects.html#./objects:s299
enum-set-constructor	(enum-set-constructor enum-set)	https://scheme.com/tspl4/objects.html#./objects:s292
enum-set-difference	(enum-set-difference enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s298
enum-set-indexer	(enum-set-indexer enum-set)	https://scheme.com/tspl4/objects.html#./objects:s301
enum-set-intersection	(enum-set-intersection enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s298
enum-set-member?	(enum-set-member? symbol enum-set)	https://scheme.com/tspl4/objects.html#./objects:s297
enum-set-projection	(enum-set-projection enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s300
enum-set-subset?	(enum-set-subset? enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s295
enum-set-union	(enum-set-union enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s298
enum-set-universe	(enum-set-universe enum-set)	https://scheme.com/tspl4/objects.html#./objects:s293
enum-set=?	(enum-set=? enum-set1 enum-set2)	https://scheme.com/tspl4/objects.html#./objects:s296
environment	(environment import-spec ...)	https://scheme.com/tspl4/control.html#./control:s81
eof-object	(eof-object)	https://scheme.com/tspl4/io.html#./io:s54
eof-object?	(eof-object? obj)	https://scheme.com/tspl4/io.html#./io:s53
eol-style	(eol-style symbol)	https://scheme.com/tspl4/io.html#./io:s23
eq?	(eq? obj1 obj2)	https://scheme.com/tspl4/objects.html#./objects:s10
equal-hash	(equal-hash obj)	https://scheme.com/tspl4/objects.html#./objects:s279
equal?	(equal? obj1 obj2)	https://scheme.com/tspl4/objects.html#./objects:s13
eqv?	(eqv? obj1 obj2)	https://scheme.com/tspl4/objects.html#./objects:s12
error	(error who msg irritant ...)	https://scheme.com/tspl4/exceptions.html#./exceptions:s4
error-handling-mode	(error-handling-mode symbol)	https://scheme.com/tspl4/io.html#./io:s25
error?	(error? obj)	https://scheme.com/tspl4/exceptions.html#./exceptions:s22
eval	(eval obj environment)	https://scheme.com/tspl4/control.html#./control:s80
even?	(even? int)	https://scheme.com/tspl4/objects.html#./objects:s96
exact	(exact num)	https://scheme.com/tspl4/objects.html#./objects:s114
exact->inexact	(exact->inexact num)	https://scheme.com/tspl4/objects.html#./objects:s116
exact-integer-sqrt	(exact-integer-sqrt n)	https://scheme.com/tspl4/objects.html#./objects:s128
exact?	(exact? num)	https://scheme.com/tspl4/objects.html#./objects:s86
exists	(exists procedure list1 list2 ...)	https://scheme.com/tspl4/control.html#./control:s36
exit	(exit)~(exit obj)	https://scheme.com/tspl4/libraries.html#./libraries:s18
exp	(exp num)	https://scheme.com/tspl4/objects.html#./objects:s129
expt	(expt num1 num2)	https://scheme.com/tspl4/objects.html#./objects:s111
fields	fields	https://scheme.com/tspl4/records.html#./records:s16
file-exists?	(file-exists? path)	https://scheme.com/tspl4/io.html#./io:s89
file-options	(file-options symbol ...)	https://scheme.com/tspl4/io.html#./io:s26
filter	(filter procedure list)	https://scheme.com/tspl4/objects.html#./objects:s55
find	(find procedure list)	https://scheme.com/tspl4/objects.html#./objects:s57
finite?	(finite? real)	https://scheme.com/tspl4/objects.html#./objects:s97
fixnum->flonum	(fixnum->flonum fx)	https://scheme.com/tspl4/objects.html#./objects:s198
fixnum-width	(fixnum-width)	https://scheme.com/tspl4/objects.html#./objects:s152
fixnum?	(fixnum? obj)	https://scheme.com/tspl4/objects.html#./objects:s150
fl*	(fl* fl ...)	https://scheme.com/tspl4/objects.html#./objects:s186
fl+	(fl+ fl ...)	https://scheme.com/tspl4/objects.html#./objects:s184
fl-	(fl- fl)~(fl- fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s185
fl/	(fl/ fl)~(fl/ fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s187
fl<=?	(fl<=? fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s178
fl<?	(fl<? fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s178
fl=?	(fl=? fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s178
fl>=?	(fl>=? fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s178
fl>?	(fl>? fl1 fl2 fl3 ...)	https://scheme.com/tspl4/objects.html#./objects:s178
flabs	(flabs fl)	https://scheme.com/tspl4/objects.html#./objects:s192
flacos	(flacos fl)	https://scheme.com/tspl4/objects.html#./objects:s195
flasin	(flasin fl)	https://scheme.com/tspl4/objects.html#./objects:s195
flatan	(flatan fl)~(flatan fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s195
flceiling	(flceiling fl)	https://scheme.com/tspl4/objects.html#./objects:s190
flcos	(flcos fl)	https://scheme.com/tspl4/objects.html#./objects:s194
fldenominator	(fldenominator fl)	https://scheme.com/tspl4/objects.html#./objects:s191
fldiv	(fldiv fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s188
fldiv-and-mod	(fldiv-and-mod fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s188
fldiv0	(fldiv0 fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s189
fldiv0-and-mod0	(fldiv0-and-mod0 fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s189
fleven?	(fleven? fl-int)	https://scheme.com/tspl4/objects.html#./objects:s182
flexp	(flexp fl)	https://scheme.com/tspl4/objects.html#./objects:s193
flexpt	(flexpt fl1 fl2)	https://scheme.com/tspl4/objects.html#./objects:s197
flfinite?	(flfinite? fl)	https://scheme.com/tspl4/objects.html#./objects:s181
flfloor	(flfloor fl)	https://scheme.com/tspl4/objects.html#./objects:s190
flinfinite?	(flinfinite? fl)	https://scheme.com/tspl4/objects.html#./objects:s181
